"Date","BTC.USD","SOL.USD","BCH.USD","MATIC.USD","ALGO.USD","LINK.USD","ETH.USD","LTC.USD","ADA.USD","AVAX.USD"
"2014-12-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-03-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-04-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-06-20",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-06-21",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-06-22",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-06-23",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-06-24",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-06-25",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-06-26",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-06-27",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-06-28",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-06-29",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-06-30",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-01",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-02",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-03",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-04",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-05",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-06",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-07",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-08",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-09",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-10",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-11",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-12",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-13",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-14",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-15",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-16",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-17",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-18",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-19",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-20",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-21",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-22",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-23",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-24",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-25",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-26",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-27",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-28",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-29",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-30",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-07-31",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-01",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-02",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-03",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-04",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-05",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-06",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-07",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-08",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-09",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-10",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-11",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-12",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-13",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-14",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-15",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-16",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-17",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-18",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-19",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-20",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-21",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-22",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-23",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-24",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-25",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-26",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-27",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-28",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-29",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-30",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-08-31",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-09-01",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-09-02",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-09-03",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-09-04",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-09-05",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-09-06",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-09-07",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-09-08",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-09-09",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-09-10",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-09-11",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-09-12",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-09-13",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-09-14",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-09-15",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-09-16",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-09-17",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-09-18",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-09-19",50,NA,NA,NA,NA,NA,NA,100,NA,NA
"2015-09-20",50,NA,NA,NA,NA,NA,NA,100,NA,NA
