"Date","BTC.USD","SOL.USD","BCH.USD","MATIC.USD","ALGO.USD","LINK.USD","ETH.USD","LTC.USD","ADA.USD","AVAX.USD"
"2020-09-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
